order_id,date,product,category,quantity,unit_price,region,customer_type,salesperson,total_amount,discount_rate,discount_amount,final_amount,unit_cost,total_cost,profit,profit_margin,year,quarter,month,month_name,day_of_week,week_number
ORD-00017,2023-05-30 00:00:00.000000,Webcam,Peripherals,13,105.85,North,B2B,Agent_01,1376.05,0.05,68.8025,1307.2475,70.57480159339715,917.472420714163,389.7750792858369,29.816471577557955,2023,2,5,May,Tuesday,22
ORD-00018,2023-11-05 00:00:00.000000,Laptop Pro,Computers,4,1150.55,West,B2B,Agent_14,4602.2,0.0,0.0,4602.2,673.4122749506594,2693.6490998026375,1908.5509001973624,41.47040328967368,2023,4,11,November,Sunday,44
ORD-00019,2023-09-15 00:00:00.000000,Keyboard,Accessories,15,75.32,West,B2C,Agent_17,1129.8,0.05,56.49,1073.31,47.41658853888548,711.2488280832822,362.06117191671774,33.73314065057791,2023,3,9,September,Friday,37
ORD-00020,2023-12-10 00:00:00.000000,Monitor,Peripherals,2,312.15,East,B2C,Agent_07,624.3,0.0,0.0,624.3,174.6669523945301,349.3339047890602,274.9660952109397,44.04390440668585,2023,4,12,December,Sunday,49
ORD-00021,2023-10-21 00:00:00.000000,Laptop Standard,Computers,2,783.66,South,B2C,Agent_16,1567.32,0.0,0.0,1567.32,491.0418746966804,982.0837493933608,585.2362506066391,37.33993381100472,2023,4,10,October,Saturday,42
ORD-00022,2023-07-11 00:00:00.000000,Mouse,Accessories,19,30.88,East,B2C,Agent_10,586.72,0.0,0.0,586.72,21.077406140500802,400.47071666951524,186.2492833304848,31.744151099414502,2023,3,7,July,Tuesday,28
ORD-00023,2023-10-04 00:00:00.000000,Tablet,Mobile Devices,1,455.02,West,B2C,Agent_15,455.02,0.05,22.751,432.269,284.3458902104676,284.3458902104676,147.92310978953242,34.22015221760811,2023,4,10,October,Wednesday,40
ORD-00024,2023-06-10 00:00:00.000000,Laptop Pro,Computers,3,1271.04,South,B2B,Agent_15,3813.12,0.0,0.0,3813.12,712.7412312460639,2138.2236937381917,1674.8963062618081,43.924563251662896,2023,2,6,June,Saturday,23
ORD-00025,2023-11-10 00:00:00.000000,Laptop Pro,Computers,1,1265.61,East,B2B,Agent_12,1265.61,0.0,0.0,1265.61,795.8113720903847,795.8113720903847,469.7986279096152,37.120331532590235,2023,4,11,November,Friday,45
ORD-00026,2023-01-22 00:00:00.000000,Laptop Pro,Computers,2,1226.58,South,B2C,Agent_11,2453.16,0.05,122.658,2330.502,834.7501648300482,1669.5003296600964,661.0016703399035,28.36305956141224,2023,1,1,January,Sunday,3
ORD-00027,2023-09-10 00:00:00.000000,Laptop Pro,Computers,2,1130.59,East,B2C,Agent_06,2261.18,0.0,0.0,2261.18,596.2837778923401,1192.5675557846803,1068.6124442153196,47.25906138455672,2023,3,9,September,Sunday,36
ORD-00028,2023-08-24 00:00:00.000000,Headphones,Accessories,5,136.98,East,B2C,Agent_08,684.9,0.05,34.245,650.655,81.70711576266277,408.5355788133138,242.11942118668617,37.211643833780755,2023,3,8,August,Thursday,34
ORD-00029,2023-12-11 00:00:00.000000,Monitor,Peripherals,19,0.0,South,B2B,Agent_19,5452.43,0.0,0.0,5452.43,161.91139822061388,3076.3165661916637,2376.1134338083366,43.578981001284504,2023,4,12,December,Monday,50
ORD-00030,2023-02-18 00:00:00.000000,Laptop Standard,Computers,3,826.86,East,B2C,Agent_06,2480.58,0.0,0.0,2480.58,453.3619557852579,1360.0858673557736,1120.4941326442263,45.170650922132175,2023,1,2,February,Saturday,7
ORD-00031,2023-02-28 00:00:00.000000,Smartphone Premium,Mobile Devices,4,844.62,West,B2C,Agent_19,3378.48,0.05,168.924,3209.556,489.2392051123564,1956.9568204494255,1252.5991795505745,39.02717944633384,2023,1,2,February,Tuesday,9
ORD-00032,2023-06-19 00:00:00.000000,Smartphone Basic,Mobile Devices,17,419.13,North,B2C,Agent_20,7125.21,0.0,0.0,7125.21,242.58976542241533,4124.026012181061,3001.1839878189394,42.12063908037713,2023,2,6,June,Monday,25
ORD-00033,2023-07-07 00:00:00.000000,Webcam,Peripherals,9,104.32,South,B2C,Agent_19,938.8799999999999,0.0,0.0,938.8799999999999,56.55047404718028,508.9542664246225,429.92573357537736,45.79134006213546,2023,3,7,July,Friday,27
ORD-00034,2023-09-28 00:00:00.000000,Webcam,Peripherals,14,95.56,North,B2C,Agent_01,1337.8400000000001,0.05,66.89200000000001,1270.948,55.494083456104555,776.9171683854638,494.0308316145363,38.87104992608165,2023,3,9,September,Thursday,39
ORD-00035,2023-07-09 00:00:00.000000,Webcam,Peripherals,8,96.87,South,B2C,Agent_16,774.96,0.0,0.0,774.96,60.712920286151615,485.7033622892129,289.2566377107871,37.32536359435159,2023,3,7,July,Sunday,27
ORD-00036,2023-06-24 00:00:00.000000,Laptop Standard,Computers,4,868.58,North,B2B,Agent_12,3474.32,0.05,173.716,3300.6040000000003,438.7600540673346,1755.0402162693383,1545.563783730662,46.82669546939475,2023,2,6,June,Saturday,25
ORD-00037,2023-02-20 00:00:00.000000,Keyboard,Accessories,13,77.46,South,B2C,Agent_10,1006.9799999999999,0.1,100.698,906.2819999999999,54.05507699434256,702.7160009264534,203.56599907354655,22.461661941155906,2023,1,2,February,Monday,8
ORD-00038,2023-12-30 00:00:00.000000,Monitor,Peripherals,8,315.07,East,B2C,Agent_05,2520.56,0.05,126.028,2394.532,176.18363569012502,1409.4690855210001,985.062914479,41.138014212338774,2023,4,12,December,Saturday,52
ORD-00039,2023-02-24 00:00:00.000000,Smartphone Premium,Mobile Devices,4,946.27,East,B2C,Agent_09,3785.08,0.0,0.0,3785.08,591.1623798140533,2364.6495192562134,1420.4304807437866,37.52709270989745,2023,1,2,February,Friday,8
ORD-00040,2023-09-01 00:00:00.000000,Tablet,Mobile Devices,15,474.95,South,B2C,Agent_20,7124.25,0.05,356.21250000000003,6768.0375,264.4093143013586,3966.139714520379,2801.8977854796212,41.398969575443715,2023,3,9,September,Friday,35
ORD-00041,2023-11-16 00:00:00.000000,Mouse,Accessories,16,28.77,East,B2B,Agent_02,460.32,0.0,0.0,460.32,16.6494054398227,266.3904870371632,193.92951296283678,42.12928244760966,2023,4,11,November,Thursday,46
ORD-00042,2023-05-11 00:00:00.000000,Smartphone Premium,Mobile Devices,1,871.58,West,B2C,Agent_01,871.58,0.0,0.0,871.58,531.5308798319364,531.5308798319364,340.0491201680636,39.01525048395599,2023,2,5,May,Thursday,19
ORD-00043,2023-11-03 00:00:00.000000,Smartphone Basic,Mobile Devices,15,383.04,West,B2B,Agent_15,5745.6,0.1,574.5600000000001,5171.04,238.39279652197297,3575.8919478295948,1595.1480521704052,30.847722163634494,2023,4,11,November,Friday,44
ORD-00044,2023-05-15 00:00:00.000000,Monitor,Peripherals,5,279.86,South,B2B,Agent_12,1399.3000000000002,0.0,0.0,1399.3000000000002,183.05407235053838,915.2703617526919,484.0296382473083,34.59084100959824,2023,2,5,May,Monday,20
ORD-00045,2023-01-21 00:00:00.000000,Mouse,Accessories,18,30.95,North,B2C,Agent_08,557.1,0.0,0.0,557.1,20.37552281416445,366.7594106549601,190.34058934503992,34.166323702215024,2023,1,1,January,Saturday,3
ORD-00046,2023-11-25 00:00:00.000000,Mouse,Accessories,8,31.2,South,B2B,Agent_17,249.6,0.0,0.0,249.6,18.836707837725154,150.69366270180123,98.90633729819876,39.62593641754758,2023,4,11,November,Saturday,47
ORD-00047,2023-06-16 00:00:00.000000,Keyboard,Accessories,5,85.22,North,B2B,Agent_05,426.1,0.15,63.915,362.185,43.90066975567146,219.5033487783573,142.6816512216427,39.394688134970444,2023,2,6,June,Friday,24
ORD-00048,2023-10-01 00:00:00.000000,Keyboard,Accessories,6,73.47,North,B2B,Agent_16,440.82,0.0,0.0,440.82,44.93107161424938,269.5864296854963,171.2335703145037,38.844328822309265,2023,4,10,October,Sunday,39
ORD-00049,2023-03-30 00:00:00.000000,Laptop Standard,Computers,4,838.22,East,B2C,Agent_12,3352.88,0.0,0.0,3352.88,499.1734691425203,1996.693876570081,1356.186123429919,40.448394318613225,2023,1,3,March,Thursday,13
ORD-00050,2023-11-12 00:00:00.000000,Mouse,Accessories,8,28.04,North,B2C,Agent_09,224.32,0.05,11.216000000000001,213.10399999999998,15.22788809354368,121.82310474834944,91.28089525165055,42.83396616283625,2023,4,11,November,Sunday,45
ORD-00051,2023-01-14 00:00:00.000000,Mouse,Accessories,15,32.82,North,B2B,Agent_12,492.3,0.05,24.615000000000002,467.685,16.476709091740975,247.15063637611462,220.53436362388538,47.15446585284655,2023,1,1,January,Saturday,2
ORD-00052,2023-08-30 00:00:00.000000,Laptop Pro,Computers,4,1189.9,West,B2C,Agent_10,4759.6,0.0,0.0,4759.6,670.1435825355275,2680.57433014211,2079.0256698578905,43.68068051638563,2023,3,8,August,Wednesday,35
ORD-00053,2023-09-22 00:00:00.000000,Headphones,Accessories,15,161.93,West,B2C,Agent_13,2428.9500000000003,0.1,242.89500000000004,2186.0550000000003,89.36878879849512,1340.5318319774267,845.5231680225736,38.678037287377194,2023,3,9,September,Friday,38
ORD-00054,2023-12-12 00:00:00.000000,Keyboard,Accessories,17,74.53,South,B2B,Agent_17,1267.01,0.0,0.0,1267.01,44.46325971472952,755.8754151504017,511.13458484959824,40.34179563299408,2023,4,12,December,Tuesday,50
ORD-00055,2023-02-22 00:00:00.000000,Headphones,Accessories,14,149.0,West,B2C,Agent_14,2086.0,0.0,0.0,2086.0,97.19572676367984,1360.7401746915177,725.2598253084823,34.76796861497998,2023,1,2,February,Wednesday,8
ORD-00056,2023-12-06 00:00:00.000000,Keyboard,Accessories,13,84.93,South,B2B,Agent_03,1104.0900000000001,0.0,0.0,1104.0900000000001,49.92253362827049,648.9929371675164,455.09706283248374,41.21919977832275,2023,4,12,December,Wednesday,49
ORD-00057,2023-04-02 00:00:00.000000,Headphones,Accessories,17,155.38,South,B2C,Agent_15,2641.46,0.05,132.073,2509.387,107.26094022101533,1823.4359837572606,685.9510162427396,27.33540168346849,2023,2,4,April,Sunday,13
ORD-00058,2023-09-21 00:00:00.000000,Tablet,Mobile Devices,6,481.18,North,B2C,Agent_18,2887.08,0.0,0.0,2887.08,261.88830848170085,1571.329850890205,1315.7501491097948,45.5737336377861,2023,3,9,September,Thursday,38
ORD-00059,2023-02-04 00:00:00.000000,Smartphone Basic,Mobile Devices,14,404.98,West,B2B,Agent_12,5669.72,0.1,566.9720000000001,5102.7480000000005,220.3862315588541,3085.4072418239575,2017.340758176043,39.53439907626328,2023,1,2,February,Saturday,5
ORD-00060,2023-07-25 00:00:00.000000,Mouse,Accessories,11,30.07,North,B2C,Agent_03,330.77,0.15,49.6155,281.1545,18.670159670912323,205.37175638003555,75.78274361996444,26.954127933205562,2023,3,7,July,Tuesday,30
ORD-00061,2023-03-22 00:00:00.000000,Smartphone Premium,Mobile Devices,3,851.67,South,B2C,Agent_08,2555.0099999999998,0.0,0.0,2555.0099999999998,578.4989926499059,1735.4969779497176,819.5130220502822,32.07474812428453,2023,1,3,March,Wednesday,12
ORD-00062,2023-02-19 00:00:00.000000,Keyboard,Accessories,17,81.79,West,B2C,Agent_03,1390.43,0.15,208.5645,1181.8655,51.88524608549674,882.0491834534446,299.8163165465555,25.368057240570565,2023,1,2,February,Sunday,7
ORD-00063,2023-12-26 00:00:00.000000,Smartphone Basic,Mobile Devices,14,393.05,North,B2B,Agent_04,5502.7,0.0,0.0,5502.7,249.48284562534974,3492.7598387548965,2009.9401612451034,36.52643540889206,2023,4,12,December,Tuesday,52
ORD-00064,2023-01-02 00:00:00.000000,Keyboard,Accessories,16,74.51,North,B2C,Agent_13,1192.16,0.0,0.0,1192.16,49.270273591131854,788.3243774581097,403.8356225418904,33.8742805111638,2023,1,1,January,Monday,1
ORD-00065,2023-02-23 00:00:00.000000,Laptop Standard,Computers,2,809.13,South,B2C,Agent_09,1618.26,0.05,80.91300000000001,1537.347,512.7747356825656,1025.5494713651312,511.79752863486874,33.29095699506154,2023,1,2,February,Thursday,8
ORD-00066,2023-04-16 00:00:00.000000,Mouse,Accessories,8,28.32,North,B2C,Agent_07,226.56,0.05,11.328000000000001,215.232,18.46094538539183,147.68756308313465,67.54443691686535,31.382153637407704,2023,2,4,April,Sunday,15
ORD-00067,2023-09-17 00:00:00.000000,Webcam,Peripherals,16,96.33,South,B2C,Agent_18,1541.28,0.05,77.06400000000001,1464.216,64.85181167537215,1037.6289868059544,426.58701319404554,29.134158702954043,2023,3,9,September,Sunday,37
ORD-00068,2023-11-06 00:00:00.000000,Laptop Standard,Computers,1,828.39,South,B2C,Agent_13,828.39,0.0,0.0,828.39,415.50563020629187,415.50563020629187,412.8843697937081,49.841785848900656,2023,4,11,November,Monday,45
ORD-00069,2023-07-10 00:00:00.000000,Mouse,Accessories,6,32.0,West,B2B,Agent_12,192.0,0.1,19.200000000000003,172.8,21.667986626522627,130.00791975913575,42.792080240864266,24.763935324574227,2023,3,7,July,Monday,28
ORD-00070,2023-08-06 00:00:00.000000,Smartphone Basic,Mobile Devices,6,421.45,North,B2C,Agent_08,2528.7,0.05,126.435,2402.265,228.86963439956804,1373.2178063974084,1029.0471936025915,42.8365394160341,2023,3,8,August,Sunday,31
ORD-00071,2023-02-13 00:00:00.000000,Webcam,Peripherals,5,100.28,West,B2B,Agent_03,501.4,0.0,0.0,501.4,68.4331874423643,342.16593721182153,159.23406278817845,31.757890464335553,2023,1,2,February,Monday,7
ORD-00072,2023-06-11 00:00:00.000000,Webcam,Peripherals,17,90.13,East,B2B,Agent_17,1532.21,0.1,153.221,1378.989,49.8632200807352,847.6747413724985,531.3142586275015,38.52926010486679,2023,2,6,June,Sunday,23
ORD-00073,2023-07-21 00:00:00.000000,Monitor,Peripherals,6,282.65,South,B2B,Agent_16,1695.8999999999999,0.15,254.38499999999996,1441.5149999999999,167.05965724073954,1002.3579434444373,439.1570565555626,30.46496613323917,2023,3,7,July,Friday,29
ORD-00074,2023-09-27 00:00:00.000000,Mouse,Accessories,10,28.6,North,B2C,Agent_14,286.0,0.0,0.0,286.0,19.641812875286096,196.41812875286095,89.58187124713905,31.322332603894772,2023,3,9,September,Wednesday,39
ORD-00075,2023-12-17 00:00:00.000000,Laptop Pro,Computers,3,1183.44,West,B2B,Agent_19,3550.32,0.05,177.51600000000002,3372.804,617.6957536066893,1853.087260820068,1519.7167391799321,45.05796183768556,2023,4,12,December,Sunday,50
ORD-00076,2023-10-31 00:00:00.000000,Tablet,Mobile Devices,2,480.72,North,B2C,Agent_10,961.44,0.1,96.144,865.296,312.0145010964508,624.0290021929015,241.2669978070985,27.882597146768102,2023,4,10,October,Tuesday,44
ORD-00077,2023-09-28 00:00:00.000000,Webcam,Peripherals,9,91.68,North,B2B,Agent_16,825.1200000000001,0.1,82.51200000000001,742.6080000000001,53.035938239223,477.323444153007,265.28455584699304,35.723363584420454,2023,3,9,September,Thursday,39
ORD-00078,2023-08-03 00:00:00.000000,Laptop Standard,Computers,3,732.29,North,B2C,Agent_13,2196.87,0.0,0.0,2196.87,369.67474721582744,1109.0242416474823,1087.8457583525176,49.517985058402076,2023,3,8,August,Thursday,31
ORD-00079,2023-09-09 00:00:00.000000,Mouse,Accessories,2,27.81,West,B2C,Agent_11,55.62,0.05,2.781,52.839,19.12845811873597,38.25691623747194,14.582083762528057,27.59719858916342,2023,3,9,September,Saturday,36
ORD-00080,2023-07-09 00:00:00.000000,Laptop Pro,Computers,3,1082.32,North,B2C,Agent_06,3246.96,0.15,487.044,2759.916,566.6657068564945,1699.9971205694833,1059.9188794305169,38.404026768587045,2023,3,7,July,Sunday,27
ORD-00081,2023-10-23 00:00:00.000000,Monitor,Peripherals,15,317.24,North,B2C,Agent_13,4758.6,0.0,0.0,4758.6,207.73774707777125,3116.066206166569,1642.5337938334314,34.517164582722465,2023,4,10,October,Monday,43
ORD-00082,2023-08-01 00:00:00.000000,Smartphone Basic,Mobile Devices,2,437.9,North,B2C,Agent_15,875.8,0.05,43.79,832.01,252.60437945764318,505.20875891528635,326.80124108471364,39.27852322504701,2023,3,8,August,Tuesday,31
ORD-00083,2023-07-27 00:00:00.000000,Keyboard,Accessories,15,86.47,South,B2B,Agent_12,1297.05,0.05,64.8525,1232.1975,57.253221162208234,858.7983174331235,373.39918256687645,30.303517298718464,2023,3,7,July,Thursday,30
ORD-00084,2023-08-25 00:00:00.000000,Laptop Pro,Computers,1,1133.23,North,B2C,Agent_05,1133.23,0.0,0.0,1133.23,736.6646074144303,736.6646074144303,396.5653925855697,34.99425470430272,2023,3,8,August,Friday,34
ORD-00085,2023-12-04 00:00:00.000000,Webcam,Peripherals,15,91.91,West,B2B,Agent_16,1378.6499999999999,0.0,0.0,1378.6499999999999,57.59482324115914,863.9223486173871,514.7276513826127,37.335629157698676,2023,4,12,December,Monday,49
ORD-00086,2023-02-22 00:00:00.000000,Webcam,Peripherals,5,103.26,East,B2C,Agent_15,516.3000000000001,0.05,25.815000000000005,490.48500000000007,71.02682342207892,355.1341171103946,135.3508828896055,27.595315430564742,2023,1,2,February,Wednesday,8
ORD-00087,2023-10-07 00:00:00.000000,Smartphone Basic,Mobile Devices,10,372.91,North,B2B,Agent_20,3729.1000000000004,0.0,0.0,3729.1000000000004,193.83291104102346,1938.3291104102345,1790.7708895897658,48.02153038507323,2023,4,10,October,Saturday,40
ORD-00088,2023-08-05 00:00:00.000000,Smartphone Basic,Mobile Devices,4,418.71,South,B2B,Agent_18,1674.84,0.0,0.0,1674.84,276.22961337990716,1104.9184535196287,569.9215464803713,34.028417429746796,2023,3,8,August,Saturday,31
ORD-00089,2023-09-09 00:00:00.000000,Tablet,Mobile Devices,13,532.74,South,B2C,Agent_11,6925.62,0.0,0.0,6925.62,337.8408301837126,4391.930792388264,2533.6892076117356,36.58429436803832,2023,3,9,September,Saturday,36
ORD-00090,2023-07-07 00:00:00.000000,Headphones,Accessories,15,142.79,North,B2B,Agent_19,2141.85,0.05,107.0925,2034.7575,80.38279496541169,1205.7419244811754,829.0155755188246,40.74272120971785,2023,3,7,July,Friday,27
ORD-00091,2023-02-10 00:00:00.000000,Headphones,Accessories,15,142.22,East,B2B,Agent_04,2133.3,0.0,0.0,2133.3,86.63963301175568,1299.5944951763352,833.705504823665,39.08055617229949,2023,1,2,February,Friday,6
ORD-00092,2023-06-06 00:00:00.000000,Laptop Standard,Computers,4,783.52,East,B2C,Agent_04,3134.08,0.05,156.704,2977.3759999999997,492.77573595791085,1971.1029438316434,1006.2730561683563,33.79731200118347,2023,2,6,June,Tuesday,23
ORD-00093,2023-01-15 00:00:00.000000,Laptop Standard,Computers,1,724.8,North,B2C,Agent_19,724.8,0.05,36.24,688.56,469.12990721474733,469.12990721474733,219.4300927852526,31.867969789887972,2023,1,1,January,Sunday,2
ORD-00094,2023-10-28 00:00:00.000000,Webcam,Peripherals,3,105.88,East,B2C,Agent_19,317.64,0.0,0.0,317.64,56.90117664263796,170.70352992791388,146.9364700720861,46.2588055887439,2023,4,10,October,Saturday,43
ORD-00095,2023-03-06 00:00:00.000000,Tablet,Mobile Devices,10,526.8,South,B2B,Agent_17,5268.0,0.05,263.40000000000003,5004.6,274.15868057153233,2741.5868057153234,2263.013194284677,45.218662715994824,2023,1,3,March,Monday,10
ORD-00096,2023-12-11 00:00:00.000000,Mouse,Accessories,11,32.61,North,B2B,Agent_04,358.71,0.05,17.9355,340.7745,16.970608522622882,186.6766937488517,154.09780625114828,45.21987597403805,2023,4,12,December,Monday,50
ORD-00097,2023-11-23 00:00:00.000000,Mouse,Accessories,18,27.1,North,B2C,Agent_11,487.8,0.0,0.0,487.8,15.142768147626462,272.56982665727634,215.23017334272367,44.12262676152597,2023,4,11,November,Thursday,47
ORD-00098,2023-01-09 00:00:00.000000,Laptop Pro,Computers,1,1236.5,East,B2B,Agent_04,1236.5,0.1,123.65,1112.85,656.3770209971611,656.3770209971611,456.47297900283877,41.01837435439087,2023,1,1,January,Monday,2
ORD-00099,2023-12-10 00:00:00.000000,Smartphone Premium,Mobile Devices,4,832.67,North,B2C,Agent_03,3330.68,0.0,0.0,3330.68,505.53753371385676,2022.150134855427,1308.5298651445728,39.28716854049542,2023,4,12,December,Sunday,49
ORD-00100,2023-05-09 00:00:00.000000,Smartphone Premium,Mobile Devices,1,931.77,West,B2C,Agent_02,931.77,0.0,0.0,931.77,547.3291506701473,547.3291506701473,384.44084932985265,41.259200159894895,2023,2,5,May,Tuesday,19
ORD-00101,2023-05-16 00:00:00.000000,Headphones,Accessories,6,147.87,North,B2B,Agent_10,887.22,0.0,0.0,887.22,100.34655055142183,602.0793033085309,285.1406966914691,32.13866872832771,2023,2,5,May,Tuesday,20
ORD-00102,2023-03-04 00:00:00.000000,Webcam,Peripherals,13,94.67,East,B2C,Agent_15,1230.71,0.0,0.0,1230.71,60.91829863748207,791.9378822872669,438.7721177127331,35.65195031426844,2023,1,3,March,Saturday,9
ORD-00103,2023-05-19 00:00:00.000000,Tablet,Mobile Devices,13,515.04,East,B2C,Agent_11,6695.5199999999995,0.0,0.0,6695.5199999999995,278.72030389860697,3623.363950681891,3072.1560493181087,45.88375584447674,2023,2,5,May,Friday,20
ORD-00104,2023-03-22 00:00:00.000000,Monitor,Peripherals,2,329.81,South,B2B,Agent_09,659.62,0.0,0.0,659.62,167.9212450579989,335.8424901159978,323.7775098840022,49.0854597926082,2023,1,3,March,Wednesday,12
ORD-00105,2023-06-12 00:00:00.000000,Webcam,Peripherals,2,91.63,West,B2C,Agent_02,183.26,0.0,0.0,183.26,58.81099036004032,117.62198072008064,65.63801927991935,35.816882723954684,2023,2,6,June,Monday,24
ORD-00106,2023-10-16 00:00:00.000000,Laptop Pro,Computers,4,1241.48,North,B2B,Agent_14,4965.92,0.05,248.29600000000002,4717.624,830.755598196596,3323.022392786384,1394.6016072136158,29.561525191783318,2023,4,10,October,Monday,42
ORD-00107,2023-09-18 00:00:00.000000,Laptop Standard,Computers,4,728.07,East,B2B,Agent_07,2912.28,0.0,0.0,2912.28,466.10948507806114,1864.4379403122446,1047.8420596877556,35.98012758689946,2023,3,9,September,Monday,38
ORD-00108,2023-08-19 00:00:00.000000,Keyboard,Accessories,14,77.8,North,B2C,Agent_14,1089.2,0.1,108.92000000000002,980.28,48.917440340076546,684.8441647610716,295.43583523892835,30.137902970470513,2023,3,8,August,Saturday,33
ORD-00109,2023-02-10 00:00:00.000000,Laptop Standard,Computers,4,866.76,North,B2C,Agent_13,3467.04,0.05,173.352,3293.688,476.5992657500158,1906.397063000063,1387.290936999937,42.11968276897924,2023,1,2,February,Friday,6
ORD-00110,2023-01-28 00:00:00.000000,Smartphone Basic,Mobile Devices,16,418.15,West,B2C,Agent_01,6690.4,0.05,334.52,6355.879999999999,250.43869080747788,4007.019052919646,2348.860947080353,36.955715763676366,2023,1,1,January,Saturday,4
ORD-00111,2023-05-15 00:00:00.000000,Smartphone Basic,Mobile Devices,6,409.16,North,B2B,Agent_16,2454.96,0.05,122.748,2332.212,263.9050656103956,1583.4303936623735,748.7816063376265,32.10606953131304,2023,2,5,May,Monday,20
ORD-00112,2023-07-20 00:00:00.000000,Tablet,Mobile Devices,8,516.18,North,B2C,Agent_14,4129.44,0.05,206.47199999999998,3922.968,278.05323803898574,2224.425904311886,1698.542095688114,43.29737320539229,2023,3,7,July,Thursday,29
ORD-00113,2023-11-24 00:00:00.000000,Headphones,Accessories,17,155.54,East,B2C,Agent_07,2644.18,0.05,132.209,2511.971,92.59431655982404,1574.1033815170085,937.8676184829915,37.33592539416225,2023,4,11,November,Friday,47
ORD-00114,2023-09-25 00:00:00.000000,Laptop Pro,Computers,3,1279.56,South,B2B,Agent_20,3838.68,0.05,191.934,3646.7459999999996,669.7289388429122,2009.1868165287365,1637.5591834712632,44.904667982669025,2023,3,9,September,Monday,39
